budget,revenue,original_title,vote_average,release_year
36000000,189712432,Gnomeo & Juliet,5.7,2011
15774948,741875,Blitz,6,2011
20000000,177243185,The Descendants,6.6,2011
63000000,183953723,Hop,5.4,2011
45000000,24000000,The Rum Diary,5.5,2011
6000000,19560274,The Guard,6.6,2011
10000000,17273593,Our Idiot Brother,5.7,2011
10000000,610986,The Ledge,5.7,2011
24000000,63543328,Footloose,6.5,2011
36000000,9612469,Trespass,5.3,2011
25000000,27603069,Carnage,6.9,2011
100000,1776935,Another Earth,6.8,2011
12500000,75993061,The Ides of March,6.4,2011
195000000,1123746996,Transformers: Dark of the Moon,6.1,2011
5000000,205703818,Paranormal Activity 3,6,2011
70000000,67112664,The Dilemma,5.2,2011
19000000,6928068,Take Me Home Tonight,6.3,2011
4000000,25345000,A Lonely Place to Die,6.1,2011
45000000,165184237,The Muppets,6.4,2011
27000000,85564310,Spy Kids: All the Time in the World,4.5,2011
9500000,120000,Trust,6.5,2011
17000000,12355798,Seeking Justice,5.9,2011
40000000,45735397,Arthur,5.3,2011
25000000,27122040,The Eagle,5.9,2011
25000000,34942188,The Sitter,5.4,2011
2000000,42070,Rundskop,7.5,2011
15000000,868439,W.E.,5.8,2011
750000,78396,The Innkeepers,5.2,2011
8000000,163265,Restless,6.3,2011
7700000,1072602,Coriolanus,5.7,2011
35000000,84606030,J. Edgar,5.8,2011
30000000,108609310,Sanctum,5.7,2011
24000000,30551495,I Don't Know How She Does It,5.2,2011
15000000,27462041,A Dangerous Method,5.9,2011
18000000,47088990,Soul Surfer,6.9,2011
28000000,40547440,30 Minutes or Less,5.5,2011
4798235,209696,The Awakening,6.2,2011
30000000,13521829,Hoodwinked Too! Hood VS. Evil,4.9,2011
20000000,17479,5 Days of War,5.9,2011
38000000,114156230,Water for Elephants,6.7,2011
50000000,38502340,Dream House,5.9,2011
10000000,1759252,A Better Life,6.6,2011
1,1378,"Love, Wedding, Marriage",5.3,2011
12000000,972512,Rampart,5.2,2011
5000000,3099314,Take Shelter,6.9,2011
8000000,10130000,Prom,5.8,2011
4317946,14624826,Pina,7.2,2011
1000000,34522221,Courageous,6.7,2011
40000000,5446000,Black Gold,5.6,2011
10000000,3665069,Killer Joe,6.3,2011
32000000,83615414,"Big Mommas: Like Father, Like Son",5.4,2011
93,2500000,From Prada to Nada,5.2,2011
37000000,95404397,Dolphin Tale,6.6,2011
29000000,33662874,Xin shao lin si,6.4,2011
125000000,626137675,Fast Five,7.1,2011
2500000,3358,Nuit Blanche,5.9,2011
10000000,303877,In the Land of Blood and Honey,6.6,2011
4000000,355688,Another Happy Day,6.1,2011
6600000,37710610,Jumping the Broom,6.3,2011
2000000,13101672,Silent House,5.2,2011
8000000,100915,Wuthering Heights,5.6,2011
125000,3200000,Your Sister's Sister,6.3,2011
20000000,17425000,Monte Carlo,5.9,2011
10831173,10654385,Win Win,6.8,2011
14000000,46495,Margaret,5.9,2011
17000000,3696232,The Double,5.9,2011
930000,30905,L!fe Happens,5.2,2011
13000000,114956699,The Iron Lady,6.2,2011
4000000,1104682,Red State,5.8,2011
19100000,5728213,The Devil's Double,6.3,2011
4000000,253899,The Music Never Stopped,7.3,2011
28000000,10126458,Shark Night,5.1,2011
3000000,672648,Hobo with a Shotgun,5.8,2011
25000000,53213633,Madea's Big Happy Family,6.9,2011
15000000,4627375,Atlas Shrugged Part I,4.8,2011
25000000,11790979,This Must Be the Place,6.3,2011
8000000,5634828,Albert Nobbs,6.1,2011
134005,1332231,Snow Flower and the Secret Fan,4.4,2011
6000000,5206,The Good Doctor,4.8,2011
8000,469947,Weekend,7.4,2011
500000,171760,Kill List,5.9,2011
13000000,98441954,Justin Bieber: Never Say Never,5.3,2011
17000,101236,Bellflower,6.7,2011
10000000,4417580,"Jeff, Who Lives at Home",5.9,2011
3000000,22000,The Divide,5.6,2011
45202,225861,Life in a Day,7.3,2011
160000000,344420111,X-Men: First Class,7,2011
250000,1000000,Louis C.K.: Live at the Beacon Theater,7.9,2011
9000000,18663238,Glee: The Concert Movie,6.3,2011
20,15,William & Kate,5.9,2011
79000000,926287400,The Lord of the Rings: The Two Towers,7.8,2002
100000000,876688482,Harry Potter and the Chamber of Secrets,7.2,2002
59000000,383257136,Ice Age,6.9,2002
60000000,214034224,The Bourne Identity,7.1,2002
33000000,102441078,Resident Evil,6.3,2002
139000000,821708551,Spider-Man,6.6,2002
120000000,649398328,Star Wars: Episode II - Attack of the Clones,6.4,2002
52000000,352114312,Catch Me If You Can,7.6,2002
140000000,441818803,Men in Black II,5.9,2002
35000000,120072577,The Pianist,7.9,2002
102000000,358372926,Minority Report,6.9,2002
80000000,145771527,Lilo & Stitch,6.9,2002
21000000,43928932,The Transporter,6.5,2002
70000000,277448382,xXx,5.7,2002
140000000,109578115,Treasure Planet,7,2002
140000000,431971116,Die Another Day,5.8,2002
5000000,82719885,28 Days Later...,6.9,2002
55000000,154906693,Maid in Manhattan,5.7,2002
54000000,155010032,Blade II,6.1,2002
100000000,193772504,Gangs of New York,6.9,2002
48000000,196397415,Panic Room,6.4,2002
120000000,169956806,Stuart Little 2,5.4,2002
5000000,38275483,National Lampoonâ€™s Van Wilder,5.9,2002
41000000,215000000,8 Mile,6.7,2002
50000000,171269535,Mr. Deeds,5.7,2002
3500159,76578641,Bend It Like Beckham,6,2002
60000000,93354918,Two Weeks Notice,5.8,2002
72000000,408247917,Signs,6.3,2002
48000000,249348933,The Ring,6.4,2002
11000000,41227069,A Walk to Remember,7.3,2002
5000000,368744044,My Big Fat Greek Wedding,6.1,2002
27000000,129000000,About a Boy,6.4,2002
85000000,78382433,Collateral Damage,5.5,2002
13000000,97837138,Phone Booth,6.5,2002
60000000,67312826,Star Trek: Nemesis,6.1,2002
20000000,5359645,Equilibrium,6.9,2002
8000000,16856124,The Good Girl,5.8,2002
25000000,108846072,The Hours,6.7,2002
80000000,181001478,Road to Perdition,7.1,2002
63000000,296633907,Austin Powers in Goldmember,5.9,2002
65000000,172855065,The Santa Clause 2,5.4,2002
46000000,113714830,Insomnia,6.6,2002
35000000,68349884,Ghost Ship,5.2,2002
84000000,275650703,Scooby-Doo,5.3,2002
80000000,122563539,Spirit: Stallion of the Cimarron,7.1,2002
55000000,6416302,D-Tox,5.8,2002
60000000,165333180,The Scorpion King,5.2,2002
70000000,33561137,I Spy,5.2,2002
4000000,35564473,Bowling for Columbine,7.2,2002
15000000,13060843,25th Hour,6.9,2002
1300000,447741,Ken Park,5.4,2002
68,193,The Sum of All Fears,5.7,2002
75000000,114660784,We Were Soldiers,6.5,2002
5000000,64282312,Jackass: The Movie,6.2,2002
12000000,56298474,Frida,7.3,2002
50000000,56714147,Murder by Numbers,6.1,2002
19000000,32801173,Adaptation.,7.2,2002
30000000,180622424,Sweet Home Alabama,6,2002
12000000,75781642,Barbershop,6.2,2002
15000000,9237470,Dark Blue,6.7,2002
80000000,123729176,The Time Machine,5.6,2002
20000000,12398628,Undisputed,6.3,2002
43000000,68696770,The Sweetest Thing,5.4,2002
115000000,77628265,Windtalkers,5.9,2002
36000000,102244770,John Q,7.1,2002
50000000,119137784,Unfaithful,6.4,2002
45000000,94935764,Changing Lanes,5.7,2002
25000000,17000000,Punch-Drunk Love,6.9,2002
100000000,35168966,K-19: The Widowmaker,6,2002
35000000,45479110,Queen of the Damned,5.2,2002
38000000,119723358,Spy Kids 2: Island of Lost Dreams,5.2,2002
38000000,51801187,Enough,6.3,2002
20000000,33526835,Friday After Next,6.5,2002
20000000,109862682,Return to Never Land,6.2,2002
40000000,16872671,Life or Something Like It,5.6,2002
14000000,6413915,Slackers,5.7,2002
45000000,306776732,Chicago,6.5,2002
12000000,52223306,One Hour Photo,6.4,2002
35000000,16838910,Femme Fatale,6.1,2002
40000000,22433915,City By The Sea,5.7,2002
60000000,43061982,Reign of Fire,5.9,2002
85000000,77741732,Showtime,5.2,2002
42000000,63781810,High Crimes,6,2002
21000000,10011050,Moonlight Mile,6.6,2002
70000000,32287044,Hart's War,5.7,2002
30000000,105834556,About Schmidt,6.7,2002
25000000,51842679,Blue Crush,5.6,2002
50000000,26199517,Blood Work,5.7,2002
47000000,30002758,Solaris,5.8,2002
35000000,29882645,The Four Feathers,6.4,2002
30000000,27674124,The Quiet American,5.6,2002
32000000,55157539,The Mothman Prophecies,5.9,2002
13500000,29027914,Far from Heaven,6.4,2002
20000000,75597042,The Rookie,6,2002
70000000,65977295,Bad Company,5.5,2002
30000000,33013805,Confessions of a Dangerous Mind,6.4,2002
70000000,19924033,Ballistic: Ecks vs. Sever,4.8,2002
30000000,6916869,Trapped,5.8,2002
26000000,38793283,Clockstoppers,4.5,2002
13000000,37664855,Halloween: Resurrection,4.6,2002
18000000,676698,Salton Sea,6.8,2002
15000000,52970014,Big Fat Liar,5.7,2002
6500000,12633747,Narc,6.2,2002
8000000,27362712,Brown Sugar,7.2,2002
12500000,23367586,Antwone Fisher,6.6,2002
9000000,4777465,Igby Goes Down,6.5,2002
10000000,598645,Swept Away,4.7,2002
20000000,8586376,Boat Trip,4.5,2002
500000,150277,May,5.9,2002
12000000,61141030,Crossroads,5.1,2002
100000000,7103973,The Adventures of Pluto Nash,4.6,2002
25000000,10719357,Abandon,4.9,2002
78000000,209196298,Red Dragon,6.5,2002
29000000,16930185,Serving Sara,5.1,2002
60000000,52322400,Dragonfly,6.2,2002
20000000,57588485,Drumline,6.3,2002
14000000,25482931,All About the Benjamins,6.4,2002
40000000,18902015,FearDotCom,3.3,2002
7000000,2062066,Auto Focus,5.9,2002
10000000,11411644,The Powerpuff Girls,5.6,2002
25000000,10113733,Possession,6.6,2002
3000000,13308,Naqoyqatsi,6,2002
2000000,2506446,Full Frontal,4.7,2002
40000000,8493890,Big Trouble,6.2,2002
25000000,41604473,Undercover Brother,5.4,2002
4000000,146402,Los lunes al sol,6.5,2002
40000,1434436,The Kid Stays in the Picture,7.4,2002
8000000,213928762,Pulp Fiction,8.1,1994
25000000,28341469,The Shawshank Redemption,8.4,1994
55000000,677945399,Forrest Gump,8.1,1994
45000000,788241776,The Lion King,7.7,1994
30000000,350448145,Speed,6.6,1994
17000000,247275374,Dumb and Dumber,6.5,1994
30000000,51132598,The Naked Gun 33â…“: The Final Insult,6.1,1994
60000000,223664608,Interview with the Vampire,7,1994
115000000,378882411,True Lies,6.6,1994
23000000,351583407,The Mask,6.5,1994
55000000,196567262,Stargate,6.7,1994
62000000,215887717,Clear and Present Danger,6.1,1994
34000000,50282766,Natural Born Killers,6.8,1994
27000,3151130,Clerks,7.2,1994
50000000,119208989,Beverly Hills Cop III,5.6,1994
22000000,189833357,The Santa Clause,6.3,1994
30000000,160638883,Legends of the Fall,7.1,1994
6000000,254700832,Four Weddings and a Funeral,6.5,1994
45000000,117615211,The Client,6.2,1994
15000000,94000000,The Crow,7.2,1994
46000000,341631208,The Flintstones,5,1994
38000000,120000000,Star Trek: Generations,6.3,1994
15000000,107217396,Ace Ventura: Pet Detective,6.3,1994
55000000,214015089,Disclosure,5.8,1994
60000000,37000000,Junior,4.7,1994
14000000,18090181,New Nightmare,6.4,1994
25000000,48063435,The Shadow,5.3,1994
5000000,3049135,Heavenly Creatures,6.6,1994
35000000,9771658,The Swan Princess,6.6,1994
27000000,13670688,The Pagemaster,6.5,1994
12000000,15826984,The Next Karate Kid,4.8,1994
40000000,19726050,Color of Night,5.6,1994
18000000,5887457,Ed Wood,7.1,1994
27000000,101646581,Timecop,5.3,1994
63000000,25052000,Wyatt Earp,6.3,1994
50000000,16478900,Terminal Velocity,4.8,1994
3000000,15119639,Muriel's Wedding,6.5,1994
35000000,99423521,Street Fighter,4.1,1994
45000000,170362582,The Specialist,5.5,1994
28000000,11373501,Thumbelina,6.3,1994
26000000,36800000,Highlander III: The Sorcerer,4.3,1994
50000000,49000000,On Deadly Ground,4.6,1994
45000000,112006296,Frankenstein,5.8,1994
40000000,24332324,Renaissance Man,5.7,1994
10000000,29392418,A Low Down Dirty Shame,7.3,1994
15000000,11300653,PrÃªt-Ã -Porter,6,1994
26000000,8009329,The Chase,5.8,1994
11500000,20079850,Reality Bites,6.5,1994
23000000,71368,A Troll in Central Park,4.2,1994
700000,7830611,Hoop Dreams,7.3,1994
3500000,2341309,Double Dragon,4.2,1994
11000000,11439193,The Ref,6.8,1994
17080000,21011500,The Air Up There,4.6,1994
25000000,22200000,Don Juan DeMarco,6.2,1994
2000000,2260622,Leprechaun 2,5.5,1994
50000000,16671505,Baby's Day Out,5.9,1994
600000,185898,Texas Chainsaw Massacre: The Next Generation,3.9,1994
7400000,7690013,Surviving the Game,6.3,1994
45000000,21355893,Intersection,4.6,1994
13000000,7820688,Serial Mom,5.8,1994
20000000,305070,Rapa Nui,6.2,1994
9000000,4350774,PCU,6.7,1994
220000000,1519557910,The Avengers,7.3,2012
70000000,132400000,Underworld: Awakening,6,2012
250000000,1081041287,The Dark Knight Rises,7.5,2012
100000000,425368238,Django Unchained,7.7,2012
200000000,1108561013,Skyfall,6.8,2012
130000000,276572938,The Bourne Legacy,5.9,2012
250000000,1017003568,The Hobbit: An Unexpected Journey,6.9,2012
130000000,403170142,Prometheus,6.2,2012
21000000,205738714,Silver Linings Playbook,6.9,2012
215000000,752215857,The Amazing Spider-Man,6.4,2012
185000000,538983207,Brave,6.6,2012
170000000,396600000,Snow White and the Huntsman,5.7,2012
42000000,201585328,21 Jump Street,6.7,2012
120000000,609016565,Life of Pi,7.1,2012
95000000,877244782,Ice Age: Continental Drift,6.2,2012
50000000,549368315,Ted,6.4,2012
60000000,218340595,Jack Reacher,6.2,2012
42000000,180274123,Lo imposible,6.8,2012
165000000,471222889,Wreck-It Ralph,7,2012
17000000,115350426,Pitch Perfect,7.2,2012
225000000,624026776,Men in Black 3,6.1,2012
75000000,691210692,The Hunger Games,6.7,2012
125000000,198802074,Total Recall,5.8,2012
102000000,130482868,Cloud Atlas,6.5,2012
100000000,312573423,The Expendables 2,6,2012
45000000,376141306,Taken 2,6,2012
150000000,245527149,Dark Shadows,5.6,2012
13000000,33400000,The Perks of Being a Wallflower,7.6,2012
44500000,232324128,Argo,7,2012
50000000,234989584,American Reunion,6,2012
7000000,167221571,Magic Mike,6.1,2012
30000000,66486080,The Cabin in the Woods,6.5,2012
145000000,306941670,Rise of the Guardians,6.9,2012
30000000,196114570,The Vow,6.9,2012
79000000,355692760,Journey 2: The Mysterious Island,5.8,2012
12500000,1353868,The Paperboy,5.4,2012
30000000,40346186,Safe,6.2,2012
69000000,112265139,Abraham Lincoln: Vampire Hunter,5.5,2012
60000000,8106475,Upside Down,6.1,2012
70000000,348840316,The Lorax,6.3,2012
16000000,68263166,Moonrise Kingdom,7.6,2012
50000000,41037742,Dredd,6.5,2012
209000000,303025485,Battleship,5.5,2012
61000000,441809770,Les MisÃ©rables,7,2012
85000000,183018522,Mirror Mirror,5.4,2012
260000000,284139100,John Carter,6,2012
30000000,47042000,Looper,6.5,2012
120000000,829000000,The Twilight Saga: Breaking Dawn - Part 2,6.1,2012
40000000,132820716,Zero Dark Thirty,6.5,2012
23000000,33372606,Haywire,5.5,2012
150000000,301000000,Wrath of the Titans,5.5,2012
33000000,140470746,Step Up Revolution,6.6,2012
15000000,145000000,Chronicle,6.5,2012
12000000,81272766,Act of Valor,6.3,2012
85000000,358375603,Hotel Transylvania,6.7,2012
3000000,77712439,Sinister,6.7,2012
7000000,48126384,End of Watch,7.1,2012
65000000,275293450,Lincoln,6.6,2012
40000000,79700000,What to Expect When You're Expecting,5.7,2012
65000000,179379533,The Dictator,5.9,2012
7500000,8135031,Iron Sky,5.5,2012
25000000,99357138,The Lucky One,6.8,2012
12000000,100000000,Project X,6.5,2012
25000000,63100000,Contraband,6.1,2012
145000000,746921274,Madagascar 3: Europe's Most Wanted,6.4,2012
26000000,53676580,Lawless,6.7,2012
26000000,29657751,The Raven,6,2012
75000000,59418613,Rock of Ages,5.9,2012
35000000,2106557,Stolen,5.1,2012
68000000,68267862,The Watch,5.3,2012
60000000,118338361,The Pirates! In an Adventure with Scientists!,6.4,2012
32000000,28258060,The Master,6.8,2012
30000000,53909751,The Five-Year Engagement,5.6,2012
35000000,88058786,This Is 40,5.5,2012
20000000,32204030,Lockout,5.8,2012
35000000,24159934,Wanderlust,5.2,2012
17000000,127730736,The Woman in Black,6.1,2012
39000000,81491068,Frankenweenie,6.5,2012
70000000,58058367,That's My Boy,5.6,2012
85000000,208076205,Safe House,6.2,2012
45000000,47000000,Savages,6.2,2012
3730500,6294161,The Sweeney,5.7,2012
31000000,161772375,Flight,6.4,2012
42000000,46221189,Man on a Ledge,6.2,2012
15000000,19422261,Seven Psychopaths,6.6,2012
40000000,24719215,Big Miracle,6.5,2012
9000000,8303261,Bel Ami,5.1,2012
6000000,31081,Maniac,5.8,2012
10000000,3428048,Disconnect,6.7,2012
16000000,12434778,People Like Us,6.6,2012
5000000,8493728,Piranha 3DD,4.2,2012
14000000,85446075,The Possession,5.8,2012
20000000,52302796,Silent Hill: Revelation 3D,5.1,2012
15000000,37930465,Killing Them Softly,5.7,2012
20000000,16863583,The Cold Light of Day,4.8,2012
12000000,35485056,Arbitrage,5.9,2012
20000000,1969193,The Iceman,6.4,2012
65000000,44806783,Red Dawn,5.3,2012
14000000,13551174,Red Lights,6.1,2012
30000000,54819301,The Three Stooges,4.9,2012
30000000,114281051,Hope Springs,5.6,2012
15000000,15608545,The Man with the Iron Fists,5.1,2012
40000000,22044277,A Thousand Words,5.8,2012
17000000,73244881,To Rome with Love,5.5,2012
2500000,3003,About Cherry,4.4,2012
45000000,30353232,Alex Cross,5.2,2012
40000000,36893721,One for the Money,5.2,2012
11000000,59520298,Quartet,6.2,2012
26350000,1576687,Lay the Favorite,4.9,2012
60000000,107139399,ParaNorman,6.6,2012
15000000,8138788,Promised Land,5.7,2012
22000000,77112176,Diary of a Wimpy Kid: Dog Days,5.9,2012
12000000,9622846,For Greater Glory - The True Story of Cristiada,6.8,2012
58000000,50365377,Red Tails,6.1,2012
14000000,11417362,Fun Size,5.4,2012
1500000,1165882,The Lords of Salem,4.7,2012
35000000,31083599,Premium Rush,6.1,2012
3000000,11947954,Bachelorette,5.3,2012
40000000,41863726,The Guilt Trip,5.3,2012
1000000,9138338,The Sessions,6.3,2012
10000000,9636289,Seeking a Friend for the End of the World,6.2,2012
6000000,13231461,The Words,6.3,2012
5000000,142817992,Paranormal Activity 4,5.3,2012
13000000,18295,Venuto al mondo,6.8,2012
25000000,8784318,On the Road,5.6,2012
11500000,1402307,Universal Soldier: Day of Reckoning,5.1,2012
5600000,8139,Dracula 3D,3.3,2012
850000,1243961,"For a Good Time, Call...",5.8,2012
25000000,119772232,Parental Guidance,5.9,2012
1000000,101758490,The Devil Inside,4.5,2012
25000000,432274,Dark Tide,4.9,2012
12000000,96070507,Think Like a Man,6.6,2012
2000000,14400000,Hit & Run,5.4,2012
12000000,66351,Deadfall,5.5,2012
3000000,3010,ATM,5.5,2012
1800000,21107746,Beasts of the Southern Wild,6.6,2012
20000000,4636169,Fire with Fire,5.7,2012
750000,4007792,Safety Not Guaranteed,6.7,2012
12000000,2521,The Samaritan,4.7,2012
17000000,9627492,The Apparition,4.4,2012
8000000,1653792,2 Days in New York,5.3,2012
2500000,3325038,Robot & Frank,6.7,2012
20500000,6063556,Cosmopolis,4.8,2012
1500000,1938,Best Man Down,5.9,2012
25,30,Joyful Noise,6.7,2012
6300000,419953,Shadow Dancer,5.6,2012
500000,376597,Smashed,6.1,2012
65000000,240159255,Resident Evil: Retribution,5.6,2012
300000,2750275,Oh Boy,7.1,2012
5990000,19450000,Eega,6.6,2012
14000000,24637469,Sparkle,5.9,2012
2840000,11620000,English Vinglish,7.1,2012
20000000,610792,Not Fade Away,5.4,2012
500000,1000000,Redd Inc.,5.3,2012
100000,95000,Stitches,5.2,2012
65000000,73706,Foodfight!,2.2,2012
2500000,33400000,2016: Obama's America,4.7,2012
12000000,32726956,Katy Perry: Part of Me,6.5,2012
94000000,1118888979,The Lord of the Rings: The Return of the King,7.9,2003
22000000,95708457,Underworld,6.5,2003
140000000,655011224,Pirates of the Caribbean: The Curse of the Black Pearl,7.3,2003
30000000,180949000,Kill Bill: Vol. 1,7.6,2003
150000000,424988211,The Matrix Revolutions,6.4,2003
150000000,738599701,The Matrix Reloaded,6.6,2003
94000000,864625978,Finding Nemo,7.4,2003
80000000,484572835,Bruce Almighty,6.3,2003
40000000,244931766,Love Actually,6.9,2003
32000000,173398518,Elf,6.5,2003
200000000,435000000,Terminator 3: Rise of the Machines,5.8,2003
15000000,15121165,The Dreamers,7.1,2003
70000000,122919055,Big Fish,7.4,2003
78000000,179179718,Daredevil,4.9,2003
55000000,231449203,American Wedding,6,2003
78000000,179265204,The League of Extraordinary Gentlemen,5.6,2003
60000000,176070171,The Italian Job,6.6,2003
20000000,135680000,The Jungle Book 2,5.6,2003
4000000,119723856,Lost in Translation,7.3,2003
23000000,76488889,Bad Santa,6.2,2003
40000000,160583018,Johnny English,6,2003
100000000,250,Brother Bear,6.8,2003
100000000,121975011,Peter Pan,6.7,2003
48000000,220673217,Scary Movie 3,5.6,2003
18000000,62646763,Honey,6,2003
36000000,44350926,A Man Apart,5.7,2003
35000000,131282949,The School of Rock,6.6,2003
140000000,456758981,The Last Samurai,7.1,2003
130000000,273339556,Bad Boys II,6.3,2003
95000000,156505388,Lara Croft Tomb Raider: The Cradle of Life,5.5,2003
12600000,28650575,Wrong Turn,5.9,2003
30000000,90259536,Identity,7,2003
150000000,212011111,Master and Commander: The Far Side of the World,6.6,2003
25000000,156822020,Mystic River,7.4,2003
75000000,195745823,Anger Management,5.9,2003
60000000,74208267,The Core,5.3,2003
137000000,245360480,Hulk,5.2,2003
29000000,98185582,Once Upon a Time in Mexico,6.1,2003
24000000,87055349,Old School,6.6,2003
50000000,177371441,How to Lose a Guy in 10 Days,6.2,2003
50000000,88323487,Shanghai Knights,5.9,2003
80000000,116643346,S.W.A.T.,5.8,2003
70000000,85632458,Tears of the Sun,6.4,2003
45000000,124914842,"Legally Blonde 2: Red, White & Blonde",5.2,2003
26000000,110230332,Freaky Friday,6,2003
60000000,26288320,Sinbad: Legend of the Seven Seas,6.3,2003
80000000,19480739,Timeline,5.1,2003
60000000,96269812,Paycheck,5.7,2003
120000000,259175788,Charlie's Angels: Full Throttle,5.3,2003
80000000,266728738,Something's Gotta Give,6.2,2003
90000000,182290266,The Haunted Mansion,5.1,2003
40000000,19322135,Duplex,5.8,2003
40000000,141591324,Gothika,5.8,2003
20000000,60427839,21 Grams,7,2003
26000000,90426405,Final Destination 2,5.9,2003
9500000,107071655,The Texas Chainsaw Massacre,6,2003
40000000,190212113,Cheaper by the Dozen,5.8,2003
79000000,173013509,Cold Mountain,6.5,2003
2000000,4601043,Thirteen,6.6,2003
30000000,114908830,Freddy vs. Jason,5.7,2003
25000000,56489558,Cradle 2 the Grave,5.9,2003
80000000,68514844,Looney Tunes: Back in Action,5.5,2003
50000000,42792561,Basic,6,2003
85000000,80916492,The Rundown,6.3,2003
76000000,236350661,2 Fast 2 Furious,6.1,2003
22000000,68296293,Open Range,6.8,2003
18000000,101564935,Just Married,5.3,2003
60000000,164433867,Daddy Day Care,5.7,2003
87000000,148336445,Seabiscuit,6.4,2003
50000000,55495563,Out of Time,6,2003
17000000,63102666,Jeepers Creepers 2,5.4,2003
17000000,55534455,The Lizzie McGuire Movie,5.8,2003
68000000,75715436,Dreamcatcher,5.1,2003
38000000,197011982,Spy Kids 3-D: Game Over,4.8,2003
35000000,20298207,Down with Love,6,2003
35000000,11560806,The Order,4.8,2003
60000000,119940815,Intolerable Cruelty,5.7,2003
55000000,34234008,The Hunted,5.8,2003
16500000,16942795,House of Sand and Fog,6.5,2003
1500000,30553394,Cabin Fever,5.3,2003
60000000,80154140,Runaway Jury,6.8,2003
8000000,60378584,Monster,6.8,2003
12000000,23,In the Cut,4.7,2003
20000000,132675402,Bringing Down The House,5.3,2003
54000000,7266209,Gigli,3.8,2003
56000000,12923936,Gods and Generals,5.8,2003
6000000,2,Shattered Glass,6.4,2003
19000000,39267515,Dumb and Dumberer: When Harry Met Lloyd,4.2,2003
20000000,37095657,Uptown Girls,6.2,2003
5000000,742898,Party Monster,5.6,2003
50000000,38955598,The Life of David Gale,7.2,2003
3000000,10012022,Elephant,7.1,2003
7000000,13818181,House of the Dead,3.4,2003
8000000,41400000,Whale Rider,6.7,2003
7000000,16829545,House of 1000 Corpses,5.8,2003
20000000,17432163,A Guy Thing,5.3,2003
32000000,52277485,Radio,7.1,2003
6400000,2500000,Young Adam,5.9,2003
75000000,51142659,Hollywood Homicide,4.8,2003
7800000,22441323,Swimming Pool,6.2,2003
6000000,18750246,A Mighty Wind,6.5,2003
850000,819939,Latter Days,6.4,2003
500000,8679814,The Station Agent,7.4,2003
15000000,30238577,The Fighting Temptations,5.3,2003
5000000,4856298,Intermission,5.5,2003
10000000,96542059,Calendar Girls,6.5,2003
8256269,460978,Foolproof,6.4,2003
4361898,3031801,Mambo Italiano,5.2,2003
28000000,58795814,Agent Cody Banks,4.9,2003
24000000,23510601,Biker Boyz,5.8,2003
13000000,17040871,Ghosts of the Abyss,6.7,2003
55000000,33828318,Stuck on You,4.8,2003
10,5,Kid's Story,6.8,2003
15000000,2281585,The Company,4.9,2003
17000000,1569918,Veronica Guerin,6.7,2003
110000000,214948780,X2,6.7,2003
5000000,2466444,Wonderland,6.4,2003
30000000,15368897,Alex & Emma,5,2003
12000000,4922166,From Justin to Kelly,3.5,2003
569217,569217,Les Clefs de bagnole,4.8,2003
7000000,10000000,Sylvia,5.6,2003
200000000,1845034188,Titanic,7.3,1997
85000000,252712101,Hercules,7,1997
90000000,589390539,Men in Black,6.7,1997
36000000,12532777,Gattaca,7.3,1997
90000000,263920180,The Fifth Element,7.1,1997
125000000,238207122,Batman & Robin,4.4,1997
110000000,333011068,Tomorrow Never Dies,5.9,1997
10000000,225933435,Good Will Hunting,7.7,1997
12000000,39673162,Jackie Brown,7.1,1997
70000000,162000000,Alien: Resurrection,5.9,1997
50000000,109423648,The Game,7.3,1997
60000000,26673242,Event Horizon,6.2,1997
53000000,139804348,Anastasia,7.2,1997
32000000,79082515,Home Alone 3,5.2,1997
16500000,67683989,Austin Powers: International Man of Mystery,6.3,1997
105000000,121214377,Starship Troopers,6.5,1997
3500000,257850122,The Full Monty,6.4,1997
75000000,224012234,Con Air,6.5,1997
80000000,245676146,Face/Off,6.7,1997
35000000,41954997,Donnie Brasco,7.2,1997
17000000,125586134,I Know What You Did Last Summer,5.5,1997
57000000,152944660,The Devil's Advocate,6.9,1997
45000000,136885767,Anaconda,4.7,1997
250000,12021272,Chasing Amy,6.7,1997
116000000,178127760,Dante's Peak,5.5,1997
160000000,164508066,Speed 2: Cruise Control,4.4,1997
35000000,126216940,L.A. Confidential,7.5,1997
24000000,172363301,Scream 2,6,1997
45000000,181000000,Liar Liar,6.2,1997
90000000,171120329,Contact,6.9,1997
62000000,1060056,Lolita,6.9,1997
40000000,45916769,The Rainmaker,6.5,1997
60000000,159330280,The Jackal,6,1997
80000000,177977226,Flubber,5.1,1997
68000000,118063304,The Saint,6,1997
75000000,136982834,Conspiracy Theory,6.4,1997
85000000,315156409,Air Force One,6.1,1997
15000000,64256513,Wag the Dog,6.6,1997
50000000,314178011,As Good as It Gets,7,1997
36000000,50159144,Breakdown,6.5,1997
70000000,131457682,Seven Years in Tibet,6.9,1997
38000000,299288605,My Best Friend's Wedding,6.3,1997
15000000,43101594,Boogie Nights,7.3,1997
15000000,3675201,Lost Highway,7.3,1997
50000000,10541523,Mad City,5.3,1997
18000000,251212670,Bean,6.3,1997
90000000,140807547,The Devil's Own,5.8,1997
27000000,60527873,Kiss the Girls,6.1,1997
50000000,50068310,Absolute Power,6.2,1997
