budget,revenue,original_title,vote_average,release_year
67.86,65.06,The Dilemma,5.2,2011
18.42,6.72,Take Me Home Tonight,6.3,2011
3.88,24.57,A Lonely Place to Die,6.1,2011
43.62,160.13,The Muppets,6.4,2011
26.17,82.95,Spy Kids: All the Time in the World,4.5,2011
9.21,0.12,Trust,6.5,2011
16.48,11.98,Seeking Justice,5.9,2011
38.78,44.34,Arthur,5.3,2011
24.23,26.29,The Eagle,5.9,2011
24.23,33.87,The Sitter,5.4,2011
1.94,0.04,Rundskop,7.5,2011
14.54,0.84,W.E.,5.8,2011
0.73,0.08,The Innkeepers,5.2,2011
7.76,0.16,Restless,6.3,2011
7.46,1.04,Coriolanus,5.7,2011
33.93,82.02,J. Edgar,5.8,2011
29.08,105.29,Sanctum,5.7,2011
23.27,29.62,I Don't Know How She Does It,5.2,2011
14.54,26.62,A Dangerous Method,5.9,2011
17.45,45.65,Soul Surfer,6.9,2011
27.14,39.31,30 Minutes or Less,5.5,2011
4.65,0.2,The Awakening,6.2,2011
29.08,13.11,Hoodwinked Too! Hood VS. Evil,4.9,2011
19.39,0.02,5 Days of War,5.9,2011
36.84,110.66,Water for Elephants,6.7,2011
48.47,37.32,Dream House,5.9,2011
9.69,1.71,A Better Life,6.6,2011
0,0,"Love, Wedding, Marriage",5.3,2011
11.63,0.94,Rampart,5.2,2011
4.85,3,Take Shelter,6.9,2011
7.76,9.82,Prom,5.8,2011
4.19,14.18,Pina,7.2,2011
0.97,33.47,Courageous,6.7,2011
38.78,5.28,Black Gold,5.6,2011
9.69,3.55,Killer Joe,6.3,2011
31.02,81.06,"Big Mommas: Like Father, Like Son",5.4,2011
0,2.42,From Prada to Nada,5.2,2011
35.87,92.48,Dolphin Tale,6.6,2011
28.11,32.63,Xin shao lin si,6.4,2011
121.17,606.98,Fast Five,7.1,2011
2.42,0,Nuit Blanche,5.9,2011
9.69,0.29,In the Land of Blood and Honey,6.6,2011
3.88,0.34,Another Happy Day,6.1,2011
6.4,36.56,Jumping the Broom,6.3,2011
1.94,12.7,Silent House,5.2,2011
7.76,0.1,Wuthering Heights,5.6,2011
0.12,3.1,Your Sister's Sister,6.3,2011
19.39,16.89,Monte Carlo,5.9,2011
10.5,10.33,Win Win,6.8,2011
13.57,0.05,Margaret,5.9,2011
16.48,3.58,The Double,5.9,2011
0.9,0.03,L!fe Happens,5.2,2011
12.6,111.44,The Iron Lady,6.2,2011
3.88,1.07,Red State,5.8,2011
18.52,5.55,The Devil's Double,6.3,2011
3.88,0.25,The Music Never Stopped,7.3,2011
27.14,9.82,Shark Night,5.1,2011
2.91,0.65,Hobo with a Shotgun,5.8,2011
24.23,51.59,Madea's Big Happy Family,6.9,2011
14.54,4.49,Atlas Shrugged Part I,4.8,2011
24.23,11.43,This Must Be the Place,6.3,2011
7.76,5.46,Albert Nobbs,6.1,2011
0.13,1.29,Snow Flower and the Secret Fan,4.4,2011
5.82,0.01,The Good Doctor,4.8,2011
0.01,0.46,Weekend,7.4,2011
0.48,0.17,Kill List,5.9,2011
12.6,95.43,Justin Bieber: Never Say Never,5.3,2011
0.02,0.1,Bellflower,6.7,2011
9.69,4.28,"Jeff, Who Lives at Home",5.9,2011
2.91,0.02,The Divide,5.6,2011
0.04,0.22,Life in a Day,7.3,2011
155.1,333.88,X-Men: First Class,7,2011
0.24,0.97,Louis C.K.: Live at the Beacon Theater,7.9,2011
8.72,18.09,Glee: The Concert Movie,6.3,2011
0,0,William & Kate,5.9,2011
95.77,1122.9,The Lord of the Rings: The Two Towers,7.8,2002
121.23,1062.78,Harry Potter and the Chamber of Secrets,7.2,2002
71.52,464.61,Ice Age,6.9,2002
72.74,259.47,The Bourne Identity,7.1,2002
40,124.19,Resident Evil,6.3,2002
168.5,996.13,Spider-Man,6.6,2002
145.47,787.24,Star Wars: Episode II - Attack of the Cl,6.4,2002
63.04,426.85,Catch Me If You Can,7.6,2002
169.72,535.6,Men in Black II,5.9,2002
42.43,145.56,The Pianist,7.9,2002
123.65,434.44,Minority Report,6.9,2002
96.98,176.71,Lilo & Stitch,6.9,2002
25.46,53.25,The Transporter,6.5,2002
84.86,336.34,xXx,5.7,2002
169.72,132.84,Treasure Planet,7,2002
169.72,523.66,Die Another Day,5.8,2002
6.06,100.28,28 Days Later...,6.9,2002
66.67,187.79,Maid in Manhattan,5.7,2002
65.46,187.91,Blade II,6.1,2002
121.23,234.9,Gangs of New York,6.9,2002
58.19,238.09,Panic Room,6.4,2002
145.47,206.03,Stuart Little 2,5.4,2002
6.06,46.4,National Lampoonâ€™s Van Wilder,5.9,2002
49.7,260.64,8 Mile,6.7,2002
60.61,207.62,Mr. Deeds,5.7,2002
4.24,92.83,Bend It Like Beckham,6,2002
72.74,113.17,Two Weeks Notice,5.8,2002
87.28,494.9,Signs,6.3,2002
58.19,302.28,The Ring,6.4,2002
13.33,49.98,A Walk to Remember,7.3,2002
6.06,447.01,My Big Fat Greek Wedding,6.1,2002
32.73,156.38,About a Boy,6.4,2002
103.04,95.02,Collateral Damage,5.5,2002
15.76,118.6,Phone Booth,6.5,2002
72.74,81.6,Star Trek: Nemesis,6.1,2002
24.25,6.5,Equilibrium,6.9,2002
9.7,20.43,The Good Girl,5.8,2002
30.31,131.95,The Hours,6.7,2002
96.98,219.42,Road to Perdition,7.1,2002
76.37,359.6,Austin Powers in Goldmember,5.9,2002
78.8,209.55,The Santa Clause 2,5.4,2002
55.76,137.85,Insomnia,6.6,2002
42.43,82.86,Ghost Ship,5.2,2002
101.83,334.16,Scooby-Doo,5.3,2002
96.98,148.58,Spirit: Stallion of the Cimarron,7.1,2002
66.67,7.78,D-Tox,5.8,2002
72.74,200.43,The Scorpion King,5.2,2002
84.86,40.68,I Spy,5.2,2002
4.85,43.11,Bowling for Columbine,7.2,2002
18.18,15.83,25th Hour,6.9,2002
1.58,0.54,Ken Park,5.4,2002
0,0,The Sum of All Fears,5.7,2002
90.92,139,We Were Soldiers,6.5,2002
6.06,77.93,Jackass: The Movie,6.2,2002
14.55,68.25,Frida,7.3,2002
60.61,68.75,Murder by Numbers,6.1,2002
23.03,39.76,Adaptation.,7.2,2002
36.37,218.96,Sweet Home Alabama,6,2002
14.55,91.87,Barbershop,6.2,2002
18.18,11.2,Dark Blue,6.7,2002
96.98,149.99,The Time Machine,5.6,2002
24.25,15.03,Undisputed,6.3,2002
52.13,83.28,The Sweetest Thing,5.4,2002
139.41,94.11,Windtalkers,5.9,2002
43.64,123.95,John Q,7.1,2002
60.61,144.43,Unfaithful,6.4,2002
54.55,115.09,Changing Lanes,5.7,2002
30.31,20.61,Punch-Drunk Love,6.9,2002
121.23,42.63,K-19: The Widowmaker,6,2002
42.43,55.13,Queen of the Damned,5.2,2002
46.07,145.14,Spy Kids 2: Island of Lost Dreams,5.2,2002
46.07,62.8,Enough,6.3,2002
24.25,40.64,Friday After Next,6.5,2002
24.25,133.18,Return to Never Land,6.2,2002
48.49,20.45,Life or Something Like It,5.6,2002
16.97,7.78,Slackers,5.7,2002
54.55,371.89,Chicago,6.5,2002
14.55,63.31,One Hour Photo,6.4,2002
42.43,20.41,Femme Fatale,6.1,2002
48.49,27.2,City By The Sea,5.7,2002
72.74,52.2,Reign of Fire,5.9,2002
103.04,94.24,Showtime,5.2,2002
50.91,77.32,High Crimes,6,2002
25.46,12.14,Moonlight Mile,6.6,2002
84.86,39.14,Hart's War,5.7,2002
36.37,128.3,About Schmidt,6.7,2002
30.31,62.85,Blue Crush,5.6,2002
60.61,31.76,Blood Work,5.7,2002
56.98,36.37,Solaris,5.8,2002
42.43,36.23,The Four Feathers,6.4,2002
36.37,33.55,The Quiet American,5.6,2002
38.79,66.87,The Mothman Prophecies,5.9,2002
16.37,35.19,Far from Heaven,6.4,2002
24.25,91.64,The Rookie,6,2002
84.86,79.98,Bad Company,5.5,2002
36.37,40.02,Confessions of a Dangerous Mind,6.4,2002
84.86,24.15,Ballistic: Ecks vs. Sever,4.8,2002
36.37,8.39,Trapped,5.8,2002
31.52,47.03,Clockstoppers,4.5,2002
15.76,45.66,Halloween: Resurrection,4.6,2002
21.82,0.82,Salton Sea,6.8,2002
18.18,64.21,Big Fat Liar,5.7,2002
7.88,15.32,Narc,6.2,2002
9.7,33.17,Brown Sugar,7.2,2002
15.15,28.33,Antwone Fisher,6.6,2002
10.91,5.79,Igby Goes Down,6.5,2002
12.12,0.73,Swept Away,4.7,2002
24.25,10.41,Boat Trip,4.5,2002
0.61,0.18,May,5.9,2002
14.55,74.12,Crossroads,5.1,2002
121.23,8.61,The Adventures of Pluto Nash,4.6,2002
30.31,12.99,Abandon,4.9,2002
94.56,253.6,Red Dragon,6.5,2002
35.16,20.52,Serving Sara,5.1,2002
72.74,63.43,Dragonfly,6.2,2002
24.25,69.81,Drumline,6.3,2002
16.97,30.89,All About the Benjamins,6.4,2002
48.49,22.91,FearDotCom,3.3,2002
8.49,2.5,Auto Focus,5.9,2002
12.12,13.83,The Powerpuff Girls,5.6,2002
30.31,12.26,Possession,6.6,2002
3.64,0.02,Naqoyqatsi,6,2002
2.42,3.04,Full Frontal,4.7,2002
48.49,10.3,Big Trouble,6.2,2002
30.31,50.44,Undercover Brother,5.4,2002
4.85,0.18,Los lunes al sol,6.5,2002
0.05,1.74,The Kid Stays in the Picture,7.4,2002
11.77,314.71,Pulp Fiction,8.1,1994
36.78,41.69,The Shawshank Redemption,8.4,1994
80.91,997.33,Forrest Gump,8.1,1994
66.2,1159.59,The Lion King,7.7,1994
44.13,515.55,Speed,6.6,1994
25.01,363.77,Dumb and Dumber,6.5,1994
44.13,75.22,The Naked Gun 33â…“: The Final Insu,6.1,1994
88.27,329.04,Interview with the Vampire,7,1994
169.18,557.38,True Lies,6.6,1994
33.84,517.22,The Mask,6.5,1994
80.91,289.17,Stargate,6.7,1994
91.21,317.59,Clear and Present Danger,6.1,1994
50.02,73.97,Natural Born Killers,6.8,1994
0.04,4.64,Clerks,7.2,1994
73.56,175.37,Beverly Hills Cop III,5.6,1994
32.36,279.27,The Santa Clause,6.3,1994
44.13,236.32,Legends of the Fall,7.1,1994
8.83,374.69,Four Weddings and a Funeral,6.5,1994
66.2,173.03,The Client,6.2,1994
22.07,138.28,The Crow,7.2,1994
67.67,502.58,The Flintstones,5,1994
55.9,176.53,Star Trek: Generations,6.3,1994
22.07,157.73,Ace Ventura: Pet Detective,6.3,1994
80.91,314.84,Disclosure,5.8,1994
88.27,54.43,Junior,4.7,1994
20.6,26.61,New Nightmare,6.4,1994
36.78,70.71,The Shadow,5.3,1994
7.36,4.49,Heavenly Creatures,6.6,1994
51.49,14.38,The Swan Princess,6.6,1994
39.72,20.11,The Pagemaster,6.5,1994
17.65,23.28,The Next Karate Kid,4.8,1994
58.84,29.02,Color of Night,5.6,1994
26.48,8.66,Ed Wood,7.1,1994
39.72,149.53,Timecop,5.3,1994
92.68,36.85,Wyatt Earp,6.3,1994
73.56,24.24,Terminal Velocity,4.8,1994
4.41,22.24,Muriel's Wedding,6.5,1994
51.49,146.26,Street Fighter,4.1,1994
66.2,250.62,The Specialist,5.5,1994
41.19,16.73,Thumbelina,6.3,1994
38.25,54.14,Highlander III: The Sorcerer,4.3,1994
73.56,72.08,On Deadly Ground,4.6,1994
66.2,164.77,Frankenstein,5.8,1994
58.84,35.8,Renaissance Man,5.7,1994
14.71,43.24,A Low Down Dirty Shame,7.3,1994
22.07,16.62,PrÃªt-Ã -Porter,6,1994
38.25,11.78,The Chase,5.8,1994
16.92,29.54,Reality Bites,6.5,1994
33.84,0.1,A Troll in Central Park,4.2,1994
1.03,11.52,Hoop Dreams,7.3,1994
5.15,3.44,Double Dragon,4.2,1994
16.18,16.83,The Ref,6.8,1994
25.13,30.91,The Air Up There,4.6,1994
36.78,32.66,Don Juan DeMarco,6.2,1994
2.94,3.33,Leprechaun 2,5.5,1994
73.56,24.53,Baby's Day Out,5.9,1994
0.88,0.27,Texas Chainsaw Massacre: The Next Genera,3.9,1994
10.89,11.31,Surviving the Game,6.3,1994
66.2,31.42,Intersection,4.6,1994
19.12,11.51,Serial Mom,5.8,1994
29.42,0.45,Rapa Nui,6.2,1994
13.24,6.4,PCU,6.7,1994
208.94,1443.19,The Avengers,7.3,2012
66.48,125.75,Underworld: Awakening,6,2012
237.44,1026.71,The Dark Knight Rises,7.5,2012
94.97,403.99,Django Unchained,7.7,2012
189.95,1052.85,Skyfall,6.8,2012
123.47,262.67,The Bourne Legacy,5.9,2012
237.44,965.89,The Hobbit: An Unexpected Journey,6.9,2012
123.47,382.91,Prometheus,6.2,2012
19.94,195.4,Silver Linings Playbook,6.9,2012
204.2,714.41,The Amazing Spider-Man,6.4,2012
175.7,511.9,Brave,6.6,2012
161.46,376.67,Snow White and the Huntsman,5.7,2012
39.89,191.45,21 Jump Street,6.7,2012
113.97,578.41,Life of Pi,7.1,2012
90.23,833.16,Ice Age: Continental Drift,6.2,2012
47.49,521.76,Ted,6.4,2012
56.98,207.37,Jack Reacher,6.2,2012
39.89,171.21,Lo imposible,6.8,2012
156.71,447.54,Wreck-It Ralph,7,2012
16.15,109.55,Pitch Perfect,7.2,2012
213.69,592.67,Men in Black 3,6.1,2012
71.23,656.47,The Hunger Games,6.7,2012
118.72,188.81,Total Recall,5.8,2012
96.87,123.93,Cloud Atlas,6.5,2012
94.97,296.86,The Expendables 2,6,2012
42.74,357.24,Taken 2,6,2012
142.46,233.19,Dark Shadows,5.6,2012
12.35,31.72,The Perks of Being a Wallflower,7.6,2012
42.26,220.65,Argo,7,2012
47.49,223.18,American Reunion,6,2012
6.65,158.82,Magic Mike,6.1,2012
28.49,63.14,The Cabin in the Woods,6.5,2012
137.71,291.52,Rise of the Guardians,6.9,2012
28.49,186.26,The Vow,6.9,2012
75.03,337.82,Journey 2: The Mysterious Island,5.8,2012
11.87,1.29,The Paperboy,5.4,2012
28.49,38.32,Safe,6.2,2012
65.53,106.62,Abraham Lincoln: Vampire Hunter,5.5,2012
56.98,7.7,Upside Down,6.1,2012
66.48,331.31,The Lorax,6.3,2012
15.2,64.83,Moonrise Kingdom,7.6,2012
47.49,38.98,Dredd,6.5,2012
198.5,287.8,Battleship,5.5,2012
57.93,419.61,Les MisÃ©rables,7,2012
80.73,173.82,Mirror Mirror,5.4,2012
246.93,269.86,John Carter,6,2012
28.49,44.68,Looper,6.5,2012
113.97,787.34,The Twilight Saga: Breaking Dawn - Part ,6.1,2012
37.99,126.15,Zero Dark Thirty,6.5,2012
21.84,31.7,Haywire,5.5,2012
142.46,285.87,Wrath of the Titans,5.5,2012
31.34,133.41,Step Up Revolution,6.6,2012
14.25,137.71,Chronicle,6.5,2012
11.4,77.19,Act of Valor,6.3,2012
80.73,340.37,Hotel Transylvania,6.7,2012
2.85,73.81,Sinister,6.7,2012
6.65,45.71,End of Watch,7.1,2012
61.73,261.46,Lincoln,6.6,2012
37.99,75.69,What to Expect When You're Expecting,5.7,2012
61.73,170.36,The Dictator,5.9,2012
7.12,7.73,Iron Sky,5.5,2012
23.74,94.36,The Lucky One,6.8,2012
11.4,94.97,Project X,6.5,2012
23.74,59.93,Contraband,6.1,2012
137.71,709.38,Madagascar 3: Europe's Most Wanted,6.4,2012
24.69,50.98,Lawless,6.7,2012
24.69,28.17,The Raven,6,2012
71.23,56.43,Rock of Ages,5.9,2012
33.24,2,Stolen,5.1,2012
64.58,64.84,The Watch,5.3,2012
56.98,112.39,The Pirates! In an Adventure with Scient,6.4,2012
30.39,26.84,The Master,6.8,2012
28.49,51.2,The Five-Year Engagement,5.6,2012
33.24,83.63,This Is 40,5.5,2012
18.99,30.59,Lockout,5.8,2012
33.24,22.95,Wanderlust,5.2,2012
16.15,121.31,The Woman in Black,6.1,2012
37.04,77.4,Frankenweenie,6.5,2012
66.48,55.14,That's My Boy,5.6,2012
80.73,197.62,Safe House,6.2,2012
42.74,44.64,Savages,6.2,2012
3.54,5.98,The Sweeney,5.7,2012
29.44,153.64,Flight,6.4,2012
39.89,43.9,Man on a Ledge,6.2,2012
14.25,18.45,Seven Psychopaths,6.6,2012
37.99,23.48,Big Miracle,6.5,2012
8.55,7.89,Bel Ami,5.1,2012
5.7,0.03,Maniac,5.8,2012
9.5,3.26,Disconnect,6.7,2012
15.2,11.81,People Like Us,6.6,2012
4.75,8.07,Piranha 3DD,4.2,2012
13.3,81.15,The Possession,5.8,2012
18.99,49.67,Silent Hill: Revelation 3D,5.1,2012
14.25,36.02,Killing Them Softly,5.7,2012
18.99,16.02,The Cold Light of Day,4.8,2012
11.4,33.7,Arbitrage,5.9,2012
18.99,1.87,The Iceman,6.4,2012
61.73,42.55,Red Dawn,5.3,2012
13.3,12.87,Red Lights,6.1,2012
28.49,52.06,The Three Stooges,4.9,2012
28.49,108.54,Hope Springs,5.6,2012
14.25,14.82,The Man with the Iron Fists,5.1,2012
37.99,20.94,A Thousand Words,5.8,2012
16.15,69.56,To Rome with Love,5.5,2012
2.37,0,About Cherry,4.4,2012
42.74,28.83,Alex Cross,5.2,2012
37.99,35.04,One for the Money,5.2,2012
10.45,56.53,Quartet,6.2,2012
25.03,1.5,Lay the Favorite,4.9,2012
56.98,101.76,ParaNorman,6.6,2012
14.25,7.73,Promised Land,5.7,2012
20.89,73.24,Diary of a Wimpy Kid: Dog Days,5.9,2012
11.4,9.14,For Greater Glory - The True Story of Cr,6.8,2012
55.09,47.83,Red Tails,6.1,2012
13.3,10.84,Fun Size,5.4,2012
1.42,1.11,The Lords of Salem,4.7,2012
33.24,29.52,Premium Rush,6.1,2012
2.85,11.35,Bachelorette,5.3,2012
37.99,39.76,The Guilt Trip,5.3,2012
0.95,8.68,The Sessions,6.3,2012
9.5,9.15,Seeking a Friend for the End of the Worl,6.2,2012
5.7,12.57,The Words,6.3,2012
4.75,135.64,Paranormal Activity 4,5.3,2012
12.35,0.02,Venuto al mondo,6.8,2012
23.74,8.34,On the Road,5.6,2012
10.92,1.33,Universal Soldier: Day of Reckoning,5.1,2012
5.32,0.01,Dracula 3D,3.3,2012
0.81,1.18,"For a Good Time, Call...",5.8,2012
23.74,113.75,Parental Guidance,5.9,2012
0.95,96.64,The Devil Inside,4.5,2012
23.74,0.41,Dark Tide,4.9,2012
11.4,91.24,Think Like a Man,6.6,2012
1.9,13.68,Hit & Run,5.4,2012
11.4,0.06,Deadfall,5.5,2012
2.85,0,ATM,5.5,2012
1.71,20.05,Beasts of the Southern Wild,6.6,2012
18.99,4.4,Fire with Fire,5.7,2012
0.71,3.81,Safety Not Guaranteed,6.7,2012
11.4,0,The Samaritan,4.7,2012
16.15,9.14,The Apparition,4.4,2012
7.6,1.57,2 Days in New York,5.3,2012
2.37,3.16,Robot & Frank,6.7,2012
19.47,5.76,Cosmopolis,4.8,2012
1.42,0,Best Man Down,5.9,2012
0,0,Joyful Noise,6.7,2012
5.98,0.4,Shadow Dancer,5.6,2012
0.47,0.36,Smashed,6.1,2012
61.73,228.09,Resident Evil: Retribution,5.6,2012
0.28,2.61,Oh Boy,7.1,2012
5.69,18.47,Eega,6.6,2012
13.3,23.4,Sparkle,5.9,2012
2.7,11.04,English Vinglish,7.1,2012
18.99,0.58,Not Fade Away,5.4,2012
0.47,0.95,Redd Inc.,5.3,2012
0.09,0.09,Stitches,5.2,2012
61.73,0.07,Foodfight!,2.2,2012
2.37,31.72,2016: Obama's America,4.7,2012
11.4,31.08,Katy Perry: Part of Me,6.5,2012
111.42,1326.28,The Lord of the Rings: The Return of the,7.9,2003
26.08,113.45,Underworld,6.5,2003
165.95,776.42,Pirates of the Caribbean: The Curse of t,7.3,2003
35.56,214.49,Kill Bill: Vol. 1,7.6,2003
177.8,503.76,The Matrix Revolutions,6.4,2003
177.8,875.5,The Matrix Reloaded,6.6,2003
111.42,1024.89,Finding Nemo,7.4,2003
94.83,574.39,Bruce Almighty,6.3,2003
47.41,290.33,Love Actually,6.9,2003
37.93,205.54,Elf,6.5,2003
237.07,515.63,Terminator 3: Rise of the Machines,5.8,2003
17.78,17.92,The Dreamers,7.1,2003
82.97,145.7,Big Fish,7.4,2003
92.46,212.39,Daredevil,4.9,2003
65.19,274.35,American Wedding,6,2003
92.46,212.49,The League of Extraordinary Gentlemen,5.6,2003
71.12,208.71,The Italian Job,6.6,2003
23.71,160.83,The Jungle Book 2,5.6,2003
4.74,141.91,Lost in Translation,7.3,2003
27.26,90.67,Bad Santa,6.2,2003
47.41,190.35,Johnny English,6,2003
118.54,0,Brother Bear,6.8,2003
118.54,144.58,Peter Pan,6.7,2003
56.9,261.58,Scary Movie 3,5.6,2003
21.34,74.26,Honey,6,2003
42.67,52.57,A Man Apart,5.7,2003
41.49,155.62,The School of Rock,6.6,2003
165.95,541.42,The Last Samurai,7.1,2003
154.1,324,Bad Boys II,6.3,2003
112.61,185.51,Lara Croft Tomb Raider: The Cradle of Li,5.5,2003
14.94,33.96,Wrong Turn,5.9,2003
35.56,106.99,Identity,7,2003
177.8,251.31,Master and Commander: The Far Side of th,6.6,2003
29.63,185.89,Mystic River,7.4,2003
88.9,232.03,Anger Management,5.9,2003
71.12,87.96,The Core,5.3,2003
162.39,290.84,Hulk,5.2,2003
34.38,116.38,Once Upon a Time in Mexico,6.1,2003
28.45,103.19,Old School,6.6,2003
59.27,210.25,How to Lose a Guy in 10 Days,6.2,2003
59.27,104.69,Shanghai Knights,5.9,2003
94.83,138.26,S.W.A.T.,5.8,2003
82.97,101.5,Tears of the Sun,6.4,2003
53.34,148.07,"Legally Blonde 2: Red, White & Blonde",5.2,2003
30.82,130.66,Freaky Friday,6,2003
71.12,31.16,Sinbad: Legend of the Seven Seas,6.3,2003
94.83,23.09,Timeline,5.1,2003
71.12,114.11,Paycheck,5.7,2003
142.24,307.21,Charlie's Angels: Full Throttle,5.3,2003
94.83,316.17,Something's Gotta Give,6.2,2003
106.68,216.08,The Haunted Mansion,5.1,2003
47.41,22.9,Duplex,5.8,2003
47.41,167.84,Gothika,5.8,2003
23.71,71.63,21 Grams,7,2003
30.82,107.19,Final Destination 2,5.9,2003
11.26,126.92,The Texas Chainsaw Massacre,6,2003
47.41,225.47,Cheaper by the Dozen,5.8,2003
93.64,205.08,Cold Mountain,6.5,2003
2.37,5.45,Thirteen,6.6,2003
35.56,136.21,Freddy vs. Jason,5.7,2003
29.63,66.96,Cradle 2 the Grave,5.9,2003
94.83,81.21,Looney Tunes: Back in Action,5.5,2003
59.27,50.72,Basic,6,2003
100.75,95.91,The Rundown,6.3,2003
90.09,280.16,2 Fast 2 Furious,6.1,2003
26.08,80.96,Open Range,6.8,2003
21.34,120.39,Just Married,5.3,2003
71.12,194.91,Daddy Day Care,5.7,2003
103.13,175.83,Seabiscuit,6.4,2003
59.27,65.78,Out of Time,6,2003
20.15,74.8,Jeepers Creepers 2,5.4,2003
20.15,65.83,The Lizzie McGuire Movie,5.8,2003
80.6,89.75,Dreamcatcher,5.1,2003
45.04,233.53,Spy Kids 3-D: Game Over,4.8,2003
41.49,24.06,Down with Love,6,2003
41.49,13.7,The Order,4.8,2003
71.12,142.17,Intolerable Cruelty,5.7,2003
65.19,40.58,The Hunted,5.8,2003
19.56,20.08,House of Sand and Fog,6.5,2003
1.78,36.22,Cabin Fever,5.3,2003
71.12,95.01,Runaway Jury,6.8,2003
9.48,71.57,Monster,6.8,2003
14.22,0,In the Cut,4.7,2003
23.71,157.27,Bringing Down The House,5.3,2003
64.01,8.61,Gigli,3.8,2003
66.38,15.32,Gods and Generals,5.8,2003
7.11,0,Shattered Glass,6.4,2003
22.52,46.55,Dumb and Dumberer: When Harry Met Lloyd,4.2,2003
23.71,43.97,Uptown Girls,6.2,2003
5.93,0.88,Party Monster,5.6,2003
59.27,46.18,The Life of David Gale,7.2,2003
3.56,11.87,Elephant,7.1,2003
8.3,16.38,House of the Dead,3.4,2003
9.48,49.07,Whale Rider,6.7,2003
8.3,19.95,House of 1000 Corpses,5.8,2003
23.71,20.66,A Guy Thing,5.3,2003
37.93,61.97,Radio,7.1,2003
7.59,2.96,Young Adam,5.9,2003
88.9,60.62,Hollywood Homicide,4.8,2003
9.25,26.6,Swimming Pool,6.2,2003
7.11,22.23,A Mighty Wind,6.5,2003
1.01,0.97,Latter Days,6.4,2003
0.59,10.29,The Station Agent,7.4,2003
17.78,35.84,The Fighting Temptations,5.3,2003
5.93,5.76,Intermission,5.5,2003
11.85,114.44,Calendar Girls,6.5,2003
9.79,0.55,Foolproof,6.4,2003
5.17,3.59,Mambo Italiano,5.2,2003
33.19,69.69,Agent Cody Banks,4.9,2003
28.45,27.87,Biker Boyz,5.8,2003
15.41,20.2,Ghosts of the Abyss,6.7,2003
65.19,40.1,Stuck on You,4.8,2003
0,0,Kid's Story,6.8,2003
17.78,2.7,The Company,4.9,2003
20.15,1.86,Veronica Guerin,6.7,2003
130.39,254.79,X2,6.7,2003
5.93,2.92,Wonderland,6.4,2003
35.56,18.22,Alex & Emma,5,2003
14.22,5.83,From Justin to Kelly,3.5,2003
0.67,0.67,Les Clefs de bagnole,4.8,2003
8.3,11.85,Sylvia,5.6,2003
271.69,2506.41,Titanic,7.3,1997
115.47,343.3,Hercules,7,1997
122.26,800.66,Men in Black,6.7,1997
48.9,17.03,Gattaca,7.3,1997
122.26,358.53,The Fifth Element,7.1,1997
169.81,323.59,Batman & Robin,4.4,1997
149.43,452.38,Tomorrow Never Dies,5.9,1997
13.58,306.92,Good Will Hunting,7.7,1997
16.3,53.89,Jackie Brown,7.1,1997
95.09,220.07,Alien: Resurrection,5.9,1997
67.92,148.65,The Game,7.3,1997
81.51,36.23,Event Horizon,6.2,1997
72,189.92,Anastasia,7.2,1997
43.47,107.43,Home Alone 3,5.2,1997
22.41,91.95,Austin Powers: International Man of Myst,6.3,1997
142.64,164.66,Starship Troopers,6.5,1997
4.75,350.28,The Full Monty,6.4,1997
101.88,304.31,Con Air,6.5,1997
108.68,333.74,Face/Off,6.7,1997
47.55,56.99,Donnie Brasco,7.2,1997
23.09,170.6,I Know What You Did Last Summer,5.5,1997
77.43,207.77,The Devil's Advocate,6.9,1997
61.13,185.95,Anaconda,4.7,1997
0.34,16.33,Chasing Amy,6.7,1997
157.58,241.98,Dante's Peak,5.5,1997
217.35,223.48,Speed 2: Cruise Control,4.4,1997
47.55,171.46,L.A. Confidential,7.5,1997
32.6,234.15,Scream 2,6,1997
61.13,245.88,Liar Liar,6.2,1997
122.26,232.46,Contact,6.9,1997
84.22,1.44,Lolita,6.9,1997
54.34,62.38,The Rainmaker,6.5,1997
81.51,216.44,The Jackal,6,1997
108.68,241.77,Flubber,5.1,1997
92.38,160.38,The Saint,6,1997
101.88,186.09,Conspiracy Theory,6.4,1997
115.47,428.13,Air Force One,6.1,1997
20.38,87.29,Wag the Dog,6.6,1997
67.92,426.8,As Good as It Gets,7,1997
48.9,68.14,Breakdown,6.5,1997
95.09,178.58,Seven Years in Tibet,6.9,1997
51.62,406.57,My Best Friend's Wedding,6.3,1997
20.38,58.55,Boogie Nights,7.3,1997
20.38,4.99,Lost Highway,7.3,1997
67.92,14.32,Mad City,5.3,1997
24.45,341.26,Bean,6.3,1997
122.26,191.28,The Devil's Own,5.8,1997
36.68,82.22,Kiss the Girls,6.1,1997
67.92,68.02,Absolute Power,6.2,1997
33.96,49.45,Vegas Vacation,6.1,1997
25.81,9.08,U Turn,6.6,1997
40.75,34.61,Mimic,5.3,1997
27.17,7.77,One Eight Seven,6.4,1997
54.34,119.33,Spawn,5,1997
0.34,0.68,Cube,6.7,1997
38.04,7.72,Kundun,7.1,1997
108.68,23.94,The Postman,6.1,1997
67.92,65.44,G.I. Jane,6,1997
81.51,46.13,The Relic,5.7,1997
81.51,21.74,Fire Down Below,5,1997
51.62,166.3,MouseHunt,6.1,1997
6.79,4.43,The Sweet Hereafter,6.4,1997
20.38,60.94,Cop Land,6.5,1997
